X.AUTHID,resents
b'http://blogs.zebra.com/how-can-retailers-harness-mobile-technology-effectively',"['As online retailers are typically perceived to offer products at a lower price compared to their brick and mortar counterparts, the practice of showrooming is becoming increasingly popular and mobile devices only make the process easier.', 'The same app can also deliver a whole array of other services to customers such as product location, origin and even in some cases such as Starbucks act as stored value for easy payment.', 'However, our survey revealed that only 38.9% of shoppers have downloaded a shopping-related app and just 9.7% use a smartphone loyalty scheme.']"
b'http://blogs.zebra.com/ios-8-impact-on-locationing-analytics',"['From retail shoppers, to guests at a resort to families driving up to their favorite quick serve restaurant, businesses want to engage their customers through their personal mobile devices.', ';Rather than one-size-fits-all offers, todays businesses want to provide personalized engagements designed to target a customers specific preferences, for e: coupons, specials, or ordering a meal via their device and skipping the line at a quick serve restaurant.']"
b'http://blogs.zebra.com/topic/location-solutions',"['Last fall, she wore her Zebra Sports logo gear on a flight to San Jose headed to a Thursday night NFL game.', ';Being a huge 49ers fan and fantasy football junkie, he loves the NFLs Ne Gen Stats and knew ; was the force behind it.', 'He and his brother have worked on dozens of hit movies including ;, the; movies, and many more.']"
b'https://connect.blogs.xerox.com/2015/02/21/10-ways-customer-care-will-change-in-2015/',"['It is often the attribute that separates success from failure.', 'The challenge for companies will be how to integrate mobile, and all it represents, into a larger ecosystem of contact methodologies.', 'When engaging a brand for support, today customers have an abundance of choices.']"
b'https://connect.blogs.xerox.com/2017/05/04/work-just-got-easier-for-mobile-workers/',"['As work continues to become less office-centered and more mobile, there is an increased demand for innovations that will help mobile employees get their work accomplished from just about anywhere.', 'Xerox and Staples have a 20-year partnership founded on providing printing services to consumers and small businesses alike.', 'The new solution allows customers to print, scan, copy, and fax without the help of a store employee.', 'Xerox and Staples have worked together to design a self-serve MFP that allows you to hit a local Staples, scan to email, mobile print, print from your email, and be out with your documents in seconds.', 'Held at the Staples store in Midtown Manhattan, the event focused on how this this new solution helps small businesses and mobile workers be more productive in their everyday business related tasks when away from the office.', 'Whether it a small business owner in need of a place to print a client proposal, or a field sales representative who needs to scan an order agreement back to the home office, the intuitive touchscreen interface is built for ease of use.']"
b'https://www.citrix.com/blogs/2017/04/21/schussing-through-the-workday-with-citrix-june-bolton-nhs-foundation-trust/',"[';When I mentioned that I was,at that very moment,writing a news release for a UK customer of ours Bolton NHS Foundation Trust she looked further aghast, saying they were one of her main clients!', ';NHS Trusts, such as Bolton, have been under immense pressure to innovate while also reducing costs and improving patient care.', 'If specialists were not available on site, critical diagnoses and patient care decisions were often delayed.', '; To our customers, partners, and friends, I am sure you are well aware, Florida is under a State of ; The countdown has begun the National Kids Cancer ride starts on September 3, 2017, a little less than one ; Citrix is entering into partnership with the Centre for Computing History in Cambridge to support STEM education initiatives in the UK ;Dont worry, you can unsubscribe at anytime.']"
b'https://channelpartner.blogs.xerox.com/2017/09/11/channel-partners-grade-xerox-best-in-class/',"['The 5-Star rating is bestowed on programs whose overall rating is among the elite, and Xerox is proud to be considered in that number.']"
b'https://enterprisematters.blogs.xerox.com/2013/12/10/wow-thats-clever-people-and-technology-work-together-to-automate-information-discovery/',"['Legal teams often have very little time to comb through millions of electronic files to find the ones relevant to a case or audit.', 'With only a small amount of the algorithm can process the vast majority of the content e quickly and accurately.', 'we helped a customer respond to a regulatory subpoena in 54 days, with 92.3% precision and 99.8% recall.', 'For e, we use it to analyse whether contracts are complying with regulatory requirements, or for narrowing down thousands of job applicants.']"
b'http://www.shell.com/media/speeches-and-articles/articles-by-date/why-im-left-humbled-by-hurricane-harvey.html',"[""Shell CEO Ben van Beurden reflects on thecourage and determination shown by all those caught in the trail of Harvey's devastation."", ';Then it hit.', 'And, as CEO, I very quickly realised the situation was turning into something far more profound than I could have ever e.;Like most of you, I watched the footage on the television news and saw how Te were suffering.', ';People with their lives being turned upside down, with their possessions and property ruined and with the elements opposing them at every turn, were still doing their jobs, ensuring safety and helping their colleagues.', 'to ensure safety, to assess damage, mitigate the impact and plan for recovery.', "";These are the same staff who were worried that they wouldn't have enough food to last until the flooding fell back."", 'filling up their baths with water in fear of their supply becoming contaminated.', 'so she abandoned her home and took her husband and children to assist the Shell crisis team that had set up in another city.']"
b'http://blogs.zebra.com/udi-labeling-requirements-for-medical-devices-part-1-blog',"['Any company that is not compliant by the required date will be prohibited from selling or distributing covered products in the United States.', ';We posed the following questions to David Coons, vice president, Advanced Markets and Technology at Zebra.', 'In fact each packing level (each carton,case, etc.)']"
b'https://blog.fitbit.com/vacation/',"['; appreciate your views on how to get losing this fat.', 'But what are they doing to you, your body, your weight?', 'I hope your struggle can end and you can begin again.', 'I traveled with my mother, who is in her mid-70s and has, until this trip, seemed relatively energetic, and my young adult child, who actually takes pride in not enjoying most e. We did do a little hiking, but my mom pooped out early.', 'In the end, we spent hours each day back in our hotel room, napping and reading.', 'While I love reading, this was a bit of a disappointment to me, but I really didnt want to return to the national parks we visited alone after dropping family off (Im not confident enough to go off on most hikes on my own), so I just went with the program.', '; ; ; Please note: Comments are moderated and may not appear immediately after submission.']"
b'https://smallbusinesssolutions.blogs.xerox.com/2011/11/17/the-feel-of-paper/',"['A nice 32lb or higher bond paper will do the trick.', '[If you are a paper-geek, you want a Sheffield rating between 100-250.]', 'My mother and I e enjoy the lengthy work you done for this blog.']"
b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229880&c=254471&p=irol-newsArticle',"['The words ""believe,"" ""e,"" ""anticipate,"" ""plan,"" ""intend,"" ""foresee,"" ""should,"" ""would,"" ""could"" and similar e, including the negative thereof, are intended to identify forward-looking statements, which are generally not historical in nature.']"
b'https://connect.blogs.xerox.com/2014/08/04/wearable-tech-in-the-world-of-smart-mobility-and-workplace-agility/',[]
b'https://connect.blogs.xerox.com/2017/08/25/set-the-page-free-in-the-modern-workplace-perfect-work-environment/',[]
b'http://investors.clr.com/phoenix.zhtml?TEXT=aHR0cDovL2FwaS50ZW5rd2l6YXJkLmNvbS9maWxpbmcueG1sP2lwYWdlPTExNjE0NzI5JkRTRVE9MSZTRVE9JlNRREVTQz1TRUNUSU9OX0JPRFkmZXhwPSZzdWJzaWQ9NTc%3D&c=197380&p=irol-secText',"['The shareholders elected the following nominees: ;Nominee;William B. Berry (Class II);James L. Gallogly (Class II);: The ratification the selection of Grant Thornton LLP required an affirmative vote from the majority of shares present and entitled to vote either in person or by pro on this matter at the Annual Meeting.', 'The shareholders approved, on a non-binding basis, the holding of an advisory vote on e compensation every three years.']"
